연번,시,구,동,관리번호,지번주소,도로명주소,설치일자,카메라대수,위도,경도,데이터기준일자,weight
"293",경기도 성남시,수정구,태평3동,수정태평3-A-12,태평3동 4825번지,태평로48번길 11 (태평동),"2013","5","37.448307 ","127.132164 ",2025-11-12,0.70
"294",경기도 성남시,수정구,태평3동,수정태평3-A-13,태평3동 3558번지,탄리로95번길 7-17 (태평동),"2013","4","37.443505 ","127.134824 ",2025-11-12,0.70
"295",경기도 성남시,수정구,태평3동,수정태평3-A-14,태평3동 3632번지,수정북로 34 (태평동),"2013","5","37.442145 ","127.133202 ",2025-11-12,0.70
"296",경기도 성남시,수정구,태평3동,수정태평3-A-15,태평3동 3921번지,수정북로 34 (태평동),"2013","5","37.445920 ","127.132360 ",2025-11-12,0.70
"297",경기도 성남시,수정구,태평3동,수정태평3-A-16,태평3동 4344-2번지,"남문로31번길 18 (태평동, 부광맨숀)","2013","5","37.446212 ","127.129828 ",2025-11-12,0.70
"298",경기도 성남시,수정구,태평3동,수정태평3-A-17,태평3동 3798번지,남문로 66 (태평동),"2013","5","37.446073 ","127.134280 ",2025-11-12,0.70
"299",경기도 성남시,수정구,태평3동,수정태평3-A-18,태평3동 4003,탄리로125번길15,2021-06,"5","37.446412 ","127.132201 ",2025-11-12,0.70
"300",경기도 성남시,수정구,태평3동,수정태평3-A-19,태평3동 3743번지,남문로32번길 7 (태평동),"2014","4","37.444311 ","127.132208 ",2025-11-12,0.70
"301",경기도 성남시,수정구,태평3동,수정태평3-A-20,태평3동 3756번지,탄리로95번길 16 (태평동),"2014","5","37.444032 ","127.134163 ",2025-11-12,0.70
"302",경기도 성남시,수정구,태평3동,수정태평3-A-21,태평3동 5090-1번지,태평로 19 (태평동),"2014","5","37.447972 ","127.128510 ",2025-11-12,0.70
"303",경기도 성남시,수정구,태평3동,수정태평3-A-22,태평3동 4190-9번지,남문로35번길 4-1 (태평동),2019-04,"5","37.445430 ","127.130710 ",2025-11-12,0.70
"304",경기도 성남시,수정구,태평3동,수정태평3-A-23,태평3동 4662번지,제일로238번길 24 (태평동),"2015","5","37.448080 ","127.131360 ",2025-11-12,0.70
"305",경기도 성남시,수정구,태평3동,수정태평3-A-24,태평3동 3638번지,수정북로 40-1 (태평동),"2015","4","37.442370 ","127.133990 ",2025-11-12,0.70
"306",경기도 성남시,수정구,태평3동,수정태평3-A-25,태평3동 4389번지,제일로238번길 10 (태평동),"2016","5","37.447590 ","127.129610 ",2025-11-12,0.70
"307",경기도 성남시,수정구,태평3동,수정태평3-A-26,태평3동 4846번지,남문로63번길 15-2 (태평동),2017-12,"5","37.447240 ","127.133150 ",2025-11-12,0.70
"308",경기도 성남시,수정구,태평3동,수정태평3-A-27,태평3동 4452번지,남문로39번길 23 (태평동),2017-12,"5","37.447090 ","127.130380 ",2025-11-12,0.70
"309",경기도 성남시,수정구,태평3동,수정태평3-A-28,태평3동 3705-2번지,수정북로21번길 16-1 (태평동),2017-12,"4","37.443180 ","127.131420 ",2025-11-12,0.70
"310",경기도 성남시,수정구,태평3동,수정태평3-A-29,태평3동 3776번지,탄리로 107-1 (태평동),2018-07,"4","37.445290 ","127.134280 ",2025-11-12,0.70
"311",경기도 성남시,수정구,태평3동,수정태평3-A-30,태평3동 3860번지,탄리로119번길 7-2 (태평동),2018-07,"5","37.446160 ","127.133200 ",2025-11-12,0.70
"312",경기도 성남시,수정구,태평3동,수정태평3-A-31,태평3동 4535번지,제일로238번길 18 (태평동),2019-09,"4","37.447830 ","127.130570 ",2025-11-12,0.70
"313",경기도 성남시,수정구,태평3동,수정태평3-A-32,태평3동 3691-2번지,수정로119번길 6-5 (태평동),2019-09,"4","37.441830 ","127.133330 ",2025-11-12,0.70
"314",경기도 성남시,수정구,태평3동,수정태평3-A-33,태평3동 3745-44번지,수정로111번길 34-1 (태평동),2019-09,"4","37.444040 ","127.131340 ",2025-11-12,0.70
"315",경기도 성남시,수정구,태평3동,수정태평3-A-34,태평3동 3732-1번지,제일로180번길 4,2019-12,"5","37.442400 ","127.131440 ",2025-11-12,0.70
"316",경기도 성남시,수정구,태평3동,수정태평3-A-35,태평3동 3689번지,수정로111번길 6-5,2019-12,"3","37.441690 ","127.132830 ",2025-11-12,0.70
"317",경기도 성남시,수정구,태평3동,수정태평3-A-36,태평3동 3568,수정북로39번길 16,2020-07,"5","37.443825 ","127.133388 ",2025-11-12,0.70
"318",경기도 성남시,수정구,태평3동,수정태평3-A-37,태평3동 4319-1,제일로 230,2020-07,"5","37.446656 ","127.129170 ",2025-11-12,0.70
"319",경기도 성남시,수정구,태평3동,수정태평3-A-38,태평동 4312-15,제일로216번길 5,2020-07,"5","37.445621 ","127.130088 ",2025-11-12,0.70
"320",경기도 성남시,수정구,태평3동,수정태평3-A-39,태평3동 3695-5,수정로111번길 20-9,2020-07,"4","37.442893 ","127.132409 ",2025-11-12,0.70
"321",경기도 성남시,수정구,태평3동,수정태평3-A-40,태평3동 4818,탄리로137번길 7,2020-12,"5","37.447736 ","127.132499 ",2025-11-12,0.70
"322",경기도 성남시,수정구,태평3동,수정태평3-A-41,태평3동 3693-24,수정로111번길 14,2021-06,"4","37.442260 ","127.132180 ",2025-11-12,0.70
"323",경기도 성남시,수정구,태평3동,수정태평3-A-42,태평3동 4127,남문로43번길 6-1,2021-12,"5","37.445762 ","127.131544 ",2025-11-12,0.70
"324",경기도 성남시,수정구,태평3동,수정태평3-A-43,태평3동 4100,제일로224번길 20-17,2022-07,"3","37.446007 ","127.131700 ",2025-11-12,0.70
"325",경기도 성남시,수정구,태평3동,수정태평3-A-44,태평3동 3836,탄리로125번길 4-1,2022-08,"5","37.447949 ","127.133163 ",2025-11-12,0.70
"326",경기도 성남시,수정구,태평3동,수정태평3-A-45,태평3동 3681,,2023-02,"5","37.441116 ","127.131889 ",2025-11-12,0.70
"327",경기도 성남시,수정구,태평3동,수정태평3-A-46,태평3동 3772,,2023-02,"5","37.444582 ","127.134640 ",2025-11-12,0.70
"328",경기도 성남시,수정구,태평4동,수정태평3-A-47,태평3동 4198,,2023-06,"5","37.446006 ","127.130890 ",2025-11-12,0.70
"329",경기도 성남시,수정구,태평3동,수정태평3-A-48,태평3동 3537,탄리로81번길 7,2024-10,"3","37.442995 ","127.134705 ",2025-11-12,0.70
"330",경기도 성남시,수정구,태평3동,수정태평3-A-49,태평3동 4557,제일로224번길 19-13,2024-12,"5","37.447302 ","127.131077 ",2025-11-12,0.70
"331",경기도 성남시,수정구,태평4동,수정태평4-A-1,태평4동 7332-2번지,수정북로 113 (태평동),"2010","4","37.444940 ","127.141550 ",2025-11-12,0.70
"332",경기도 성남시,수정구,태평4동,수정태평4-A-2,태평4동 7326번지,수정로 233 (태평동),"2010","4","37.445935 ","127.143657 ",2025-11-12,0.70
"333",경기도 성남시,수정구,태평4동,수정태평4-A-3,태평4동 2487번지,시민로241번길 7 (태평동),"2010","5","37.448940 ","127.139250 ",2025-11-12,0.70
"334",경기도 성남시,수정구,태평4동,수정태평4-A-4,태평4동 1824번지,남문로133번길 18 (태평동),"2010","5","37.449452 ","127.140871 ",2025-11-12,0.70
"335",경기도 성남시,수정구,태평4동,수정태평4-A-5,태평4동 7290번지,남문로 128 (태평동),"2010","5","37.447938 ","127.140639 ",2025-11-12,0.70
"336",경기도 성남시,수정구,태평4동,수정태평4-A-6,태평4동 7314-4번지,"시민로197번길 16 (태평동, 신한로얄타운)","2010","4","37.444910 ","127.140090 ",2025-11-12,0.70
"337",경기도 성남시,수정구,태평4동,수정태평4-A-7,태평4동 7307번지,"남문로136번길 15 (태평동, 선경태평아파트)","2010","5","37.447422 ","127.142267 ",2025-11-12,0.70
"338",경기도 성남시,수정구,태평4동,수정태평4-A-8,태평4동 129번지,시민로257번길 8 (태평동),"2010","5","37.450521 ","127.138480 ",2025-11-12,0.70
"339",경기도 성남시,수정구,태평4동,수정태평4-A-9,태평4동 7289번지,남문로 112 (태평동),"2010","5","37.446571 ","127.139359 ",2025-11-12,0.70
"340",경기도 성남시,수정구,태평4동,수정태평4-A-10,태평4동 45번지,태평로 126-1 (태평동),"2010","5","37.451443 ","127.140415 ",2025-11-12,0.70
"341",경기도 성남시,수정구,태평4동,수정태평4-A-11,태평4동 산52-1번지,,"2011","3","37.451126 ","127.138228 ",2025-11-12,0.70
"342",경기도 성남시,수정구,태평4동,수정태평4-A-12,태평4동 7319-16번지,,"2011","4","37.446118 ","127.142367 ",2025-11-12,0.70
"343",경기도 성남시,수정구,태평4동,수정태평4-A-13,태평4동 7317-17번지,시민로205번길 1 (태평동),"2012","5","37.446166 ","127.141442 ",2025-11-12,0.70
"344",경기도 성남시,수정구,태평4동,수정태평4-A-14,태평4동 1680번지,시민로249번길 1 (태평동),"2013","5","37.449862 ","127.139734 ",2025-11-12,0.70
"345",경기도 성남시,수정구,태평4동,수정태평4-A-15,태평4동 7335-8번지,수정북로 101 (태평동),"2013","5","37.444304 ","127.140406 ",2025-11-12,0.70
"346",경기도 성남시,수정구,태평4동,수정태평4-A-16,태평4동 106번지,태평로124번길 8 (태평동),"2013","5","37.450698 ","127.140296 ",2025-11-12,0.70
"347",경기도 성남시,수정구,태평4동,수정태평4-A-17,태평4동 7289번지,남문로 112 (태평동),"2013","5","37.447450 ","127.138924 ",2025-11-12,0.70
"348",경기도 성남시,수정구,태평4동,수정태평4-A-18,태평4동 1759번지,남문로131번길 23 (태평동),"2013","5","37.449999 ","127.140203 ",2025-11-12,0.70
"349",경기도 성남시,수정구,태평4동,수정태평4-A-19,태평4동 2084번지,남문로145번길 7-1 (태평동),"2014","5","37.449170 ","127.142130 ",2025-11-12,0.70
"350",경기도 성남시,수정구,태평4동,수정태평4-A-20,태평4동 7326번지,,"2014","3","37.445706 ","127.144992 ",2025-11-12,0.70
"351",경기도 성남시,수정구,태평4동,수정태평4-A-21,태평4동 7289번지,남문로 112 (태평동),"2014","5","37.447070 ","127.141024 ",2025-11-12,0.70
"352",경기도 성남시,수정구,태평4동,수정태평4-A-22,태평4동 7298-8번지,"공원로 427 (태평동, 성경빌라)","2014","4","37.448530 ","127.142710 ",2025-11-12,0.70
"353",경기도 성남시,수정구,태평4동,수정태평4-A-23,태평4동 7302-12번지,공원로409번길 10-10 (태평동),"2015","5","37.447220 ","127.143230 ",2025-11-12,0.70
"354",경기도 성남시,수정구,태평4동,수정태평4-A-24,태평4동 2338번지,시민로 234 (태평동),"2015","5","37.448630 ","127.140320 ",2025-11-12,0.70
"355",경기도 성남시,수정구,태평4동,수정태평4-A-25,태평4동 7292번지,,"2015","5","37.447650 ","127.141260 ",2025-11-12,0.70
"356",경기도 성남시,수정구,태평4동,수정태평4-A-26,태평4동 1564번지,시민로249번길 7-1 (태평동),"2016","5","37.449600 ","127.138940 ",2025-11-12,0.70
"357",경기도 성남시,수정구,태평4동,수정태평4-A-27,태평4동 7306번지,"남문로140번길 19 (태평동, 선경태평아파트)",2017-12,"5","37.446660 ","127.143050 ",2025-11-12,0.70
"358",경기도 성남시,수정구,태평4동,수정태평4-A-28,태평4동 2281번지,남문로131번길 10 (태평동),2017-12,"5","37.448770 ","127.140800 ",2025-11-12,0.70
"359",경기도 성남시,수정구,태평4동,수정태평4-A-29,태평4동 1916번지,태평로128번길 9 (태평동),2017-12,"5","37.450810 ","127.140770 ",2025-11-12,0.70
"360",경기도 성남시,수정구,태평4동,수정태평4-A-30,태평4동 7311-9번지,시민로205번길 12-2 (태평동),2017-12,"5","37.445880 ","127.140380 ",2025-11-12,0.70
"361",경기도 성남시,수정구,태평4동,수정태평4-A-31,태평4동 7296-13번지,"남문로144번길 8 (태평동, 백년빌라)",2018-07,"3","37.447860 ","127.142500 ",2025-11-12,0.70
"362",경기도 성남시,수정구,태평4동,수정태평4-A-32,태평4동 7315-7번지,시민로197번길 10 (태평동),2018-07,"4","37.445150 ","127.140780 ",2025-11-12,0.70
"363",경기도 성남시,수정구,태평4동,수정태평4-A-33,태평4동 7329-2번지,수정로217번길 11 (태평동),"2014","5","37.445404 ","127.143102 ",2025-11-12,0.70
"364",경기도 성남시,수정구,태평4동,수정태평4-A-34,태평4동 7320-9번지,"수정로217번길 22-5 (태평동, 매송빌라트)",2019-04,"3","37.446290 ","127.142840 ",2025-11-12,0.70
"365",경기도 성남시,수정구,태평4동,수정태평4-A-35,태평4동 137번지,시민로259번길 3-1 (태평동),2019-09,"5","37.450800 ","127.139290 ",2025-11-12,0.70
"366",경기도 성남시,수정구,태평4동,수정태평4-A-36,태평4동 7321-12번지,수정로217번길 18-3 (태평동),2019-09,"4","37.445970 ","127.142680 ",2025-11-12,0.70
"367",경기도 성남시,수정구,태평4동,수정태평4-A-37,태평4동 2478번지,남문로121번길 5-2 (태평동),2019-09,"5","37.448470 ","127.139690 ",2025-11-12,0.70
"368",경기도 성남시,수정구,태평4동,수정태평4-A-38,태평4동 1768,시민로256번길 6,2019-12,"4","37.450607 ","127.139942 ",2025-11-12,0.70
"369",경기도 성남시,수정구,태평4동,수정태평4-A-39,태평4동 1754-1,남문로129번길 19-1,2019-12,"5","37.449605 ","127.140145 ",2025-11-12,0.70
"370",경기도 성남시,수정구,태평4동,수정태평4-A-40,태평4동 1962,공원로451번길,2019-12,"4","37.450159 ","127.141667 ",2025-11-12,0.70
"371",경기도 성남시,수정구,태평4동,수정태평4-A-41,태평4동 2092,남문로145번길 13-2,2019-12,"3","37.449806 ","127.142047 ",2025-11-12,0.70
"372",경기도 성남시,수정구,태평4동,수정태평4-A-42,태평4동 1820-1,시민로246번길 8,2019-12,"5","37.449901 ","127.140664 ",2025-11-12,0.70
"373",경기도 성남시,수정구,태평4동,수정태평4-A-43,태평4동 1855,태평로126번길 18,2019-12,"2","37.450090 ","127.140837 ",2025-11-12,0.70
"374",경기도 성남시,수정구,태평4동,수정태평4-A-44,태평4동 2153,남문로139번길 12,2019-12,"2","37.449301 ","127.141584 ",2025-11-12,0.70
"375",경기도 성남시,수정구,태평4동,수정태평4-A-45,태평4동 2117,남문로143번길 7-2,2019-12,"4","37.449118 ","127.141946 ",2025-11-12,0.70
"376",경기도 성남시,수정구,태평4동,수정태평4-A-46,태평4동 1803,시민로256번길 8-8,2019-12,"2","37.450455 ","127.140265 ",2025-11-12,0.70
"377",경기도 성남시,수정구,태평4동,수정태평4-A-47,태평4동 1731,시민로256번길 4-3,2019-12,"1","37.450481 ","127.139858 ",2025-11-12,0.70
"378",경기도 성남시,수정구,태평4동,수정태평4-A-48,태평4동 2197,공원로445번길 5,2019-12,"1","37.449523 ","127.141117 ",2025-11-12,0.70
"379",경기도 성남시,수정구,태평4동,수정태평4-A-49,태평4동 2238,남문로133번길 14,2019-12,"2","37.449252 ","127.140817 ",2025-11-12,0.70
"380",경기도 성남시,수정구,태평4동,수정태평4-A-50,태평4동 2326,남문로129번길 6-1,2019-12,"2","37.448446 ","127.140680 ",2025-11-12,0.70
"381",경기도 성남시,수정구,태평4동,수정태평4-A-51,태평4동 2223,남문로135번길 6-2,2019-12,"1","37.448711 ","127.141227 ",2025-11-12,0.70
"382",경기도 성남시,수정구,태평4동,수정태평4-A-52,태평4동 2178,남문로137,2019-12,"4","37.448289 ","127.141694 ",2025-11-12,0.70
"383",경기도 성남시,수정구,태평4동,수정태평4-A-53,태평4동 2108,남문로141번길 2,2019-12,"1","37.448433 ","127.142088 ",2025-11-12,0.70
"384",경기도 성남시,수정구,태평4동,수정태평4-A-54,태평4동 1949,공원로451번길 4-2,2019-12,"2","37.450095 ","127.141372 ",2025-11-12,0.70
"385",경기도 성남시,수정구,태평4동,수정태평4-A-55,태평4동 212,태평로 108,2020-07,"4","37.450851 ","127.138362 ",2025-11-12,0.70
"386",경기도 성남시,수정구,태평4동,수정태평4-A-56,태평4동 7315-1번지,시민로197번길 14-12,2019-12,"3","37.445420 ","127.140120 ",2025-11-12,0.70
"387",경기도 성남시,수정구,태평4동,수정태평4-A-57,태평4동 7311-17번지,시민로215번길 9,2019-12,"4","37.446730 ","127.139950 ",2025-11-12,0.70
"388",경기도 성남시,수정구,태평4동,수정태평4-A-58,태평동 1446,시민로249번길 15,2020-07,"5","37.449414 ","127.138281 ",2025-11-12,0.70
"389",경기도 성남시,수정구,태평4동,수정태평4-A-59,태평4동 7297-7,남문로148번길 10-2,2020-07,"5","37.447684 ","127.143037 ",2025-11-12,0.70
"390",경기도 성남시,수정구,태평4동,수정태평4-A-60,태평4동 7319-6,시민로198번길 3-2,2020-07,"4","37.445601 ","127.142195 ",2025-11-12,0.70
"391",경기도 성남시,수정구,태평4동,수정태평4-A-61,태평4동 7329-5,수정북로 125-2,2020-07,"4","37.445205 ","127.142751 ",2025-11-12,0.70
"392",경기도 성남시,수정구,태평4동,수정태평4-A-62,태평4동 2506,남문로119번길 2,2020-07,"4","37.447754 ","127.139801 ",2025-11-12,0.70
"393",경기도 성남시,수정구,태평4동,수정태평4-A-63,태평4동 7313-9,시민로205번길 16,2020-07,"5","37.445626 ","127.139735 ",2025-11-12,0.70
"394",경기도 성남시,수정구,태평4동,수정태평4-A-64,태평4동 1622,남문로123번길 30,2020-09,"4","37.450314 ","127.139088 ",2025-11-12,0.70
"395",경기도 성남시,수정구,태평4동,수정태평4-A-65,태평4동 1487,남문로115번길 30-1,2020-09,"4","37.450064 ","127.138236 ",2025-11-12,0.70
"396",경기도 성남시,수정구,태평4동,수정태평4-A-66,태평4동 7340-5,수정로 219-1,2020-12,"4","37.444996 ","127.144086 ",2025-11-12,0.70
"397",경기도 성남시,수정구,태평4동,수정태평4-A-67,태평4동 2584,남문로115번길 9,2020-09,"5","37.448301 ","127.139058 ",2025-11-12,0.70
"398",경기도 성남시,수정구,태평4동,수정태평4-A-68,태평4동 197,태평로 114-1,2020-09,"4","37.451106 ","127.139174 ",2025-11-12,0.70
"399",경기도 성남시,수정구,태평4동,수정태평4-A-69,태평4동 2594,남문로113번길 12-2,2020-09,"3","37.448517 ","127.138722 ",2025-11-12,0.70
"400",경기도 성남시,수정구,태평4동,수정태평4-A-70,태평4동 2423,시민로241번길 3,2020-09,"4","37.449074 ","127.139641 ",2025-11-12,0.70
"401",경기도 성남시,수정구,태평4동,수정태평4-A-71,태평4동 7295,남문로136번길 7,2021-06,"4","37.447777 ","127.141632 ",2025-11-12,0.70
"402",경기도 성남시,수정구,태평4동,수정태평4-A-72,태평4동 1589,남문로121번길 27-1,2022-07,"3","37.449969 ","127.139015 ",2025-11-12,0.70
"403",경기도 성남시,수정구,태평4동,수정태평4-A-73,태평4동 7325-4,수정북로 149,2022-08,"4","37.446793 ","127.144657 ",2025-11-12,0.70
"404",경기도 성남시,수정구,태평4동,수정태평4-A-74,태평4동 7299-8,공원로 421번길 2-4,2023-06,"3","37.447936 ","127.143623 ",2025-11-12,0.70
"405",경기도 성남시,수정구,태평4동,수정태평4-A-75,태평4동 1709,시민로 240-1,2023-06,"5","37.449327 ","127.140079 ",2025-11-12,0.70
"406",경기도 성남시,수정구,태평4동,수정태평4-A-76,태평4동 2401,남문로125번길 4,2023-06,"4","37.448080 ","127.140333 ",2025-11-12,0.70
"407",경기도 성남시,수정구,태평4동,수정태평4-A-80,태평4동 7302-6,공원로409번길 6,2024-10,"4","37.446928 ","127.143812 ",2025-11-12,0.70
"408",경기도 성남시,수정구,태평4동,수정태평4-A-81,태평4동 7320-9번지,수정로217번길 24,2024-12,"5","37.446470 ","127.142291 ",2025-11-12,0.70
"409",경기도 성남시,수정구,수진1동,수정수진1-A-1,수진1동 2317번지,,"2009","5","37.437458 ","127.138749 ",2025-11-12,0.70
"410",경기도 성남시,수정구,수진1동,수정수진1-A-2,수진1동 311번지,수정남로 54-1 (수진동),"2010","5","37.440659 ","127.133882 ",2025-11-12,0.70
"411",경기도 성남시,수정구,수진1동,수정수진1-A-3,수진1동 2664번지,,"2010","4","37.436027 ","127.136805 ",2025-11-12,0.70
"412",경기도 성남시,수정구,수진1동,수정수진1-A-4,수진1동 2431번지,제일로110번길 18 (수진동),"2010","5","37.436948 ","127.135615 ",2025-11-12,0.70
"413",경기도 성남시,수정구,수진1동,수정수진1-A-5,수진1동 2793번지,제일로110번길 18 (수진동),"2010","5","37.436300 ","127.135910 ",2025-11-12,0.70
"414",경기도 성남시,수정구,수진1동,수정수진1-A-6,수진1동 2707번지,산성대로149번길 5 (수진동),"2010","5","37.435713 ","127.135264 ",2025-11-12,0.70
"415",경기도 성남시,수정구,수진1동,수정수진1-A-7,수진1동 587번지,탄리로 57 (수진동),"2010","5","37.441150 ","127.135495 ",2025-11-12,0.70
"416",경기도 성남시,수정구,수진1동,수정수진1-A-8,수진1동 1921번지,탄리로17번길 6 (수진동),"2011","3","37.438520 ","127.138450 ",2025-11-12,0.70
"417",경기도 성남시,수정구,수진1동,수정수진1-A-9,수진1동 1137번지,,"2011","4","37.439060 ","127.134224 ",2025-11-12,0.70
"418",경기도 성남시,수정구,수진1동,수정수진1-A-10,수진1동 943번지,수정남로62번길 16 (수진동),"2012","5","37.439653 ","127.135271 ",2025-11-12,0.70
"419",경기도 성남시,수정구,수진1동,수정수진1-A-11,수진1동 664-2번지,수정남로62번길 16 (수진동),"2012","5","37.439020 ","127.137940 ",2025-11-12,0.70
"420",경기도 성남시,수정구,수진1동,수정수진1-A-12,수진1동 1899번지,탄리로23번길 11-1 (수진동),"2013","5","37.438305 ","127.137567 ",2025-11-12,0.70
"421",경기도 성남시,수정구,수진1동,수정수진1-A-13,수진1동 1515번지,제일로124번길 18 (수진동),"2013","5","37.438175 ","127.135046 ",2025-11-12,0.70
"422",경기도 성남시,수정구,수진1동,수정수진1-A-14,수진1동 1373번지,산성대로149번길 24-2 (수진동),"2014","3","37.437264 ","127.134459 ",2025-11-12,0.70
"423",경기도 성남시,수정구,수진1동,수정수진1-A-15,수진1동 1921번지,탄리로 21 (수진동),"2014","4","37.438348 ","127.138868 ",2025-11-12,0.70
"424",경기도 성남시,수정구,수진1동,수정수진1-A-16,수진1동 2253번지,산성대로173번길 4 (수진동),"2015","4","37.436520 ","127.137660 ",2025-11-12,0.70
"425",경기도 성남시,수정구,수진1동,수정수진1-A-17,수진1동 1669번지,탄리로17번길 32 (수진동),"2015","5","37.437190 ","127.136420 ",2025-11-12,0.70
"426",경기도 성남시,수정구,수진1동,수정수진1-A-18,수진1동 792번지,수정로136번길 30 (수진동),"2016","4","37.439520 ","127.136250 ",2025-11-12,0.70
"427",경기도 성남시,수정구,수진1동,수정수진1-A-19,수진1동 1272번지,수정남로44번길 16 (수진동),2017-10,"5","37.439020 ","127.133190 ",2025-11-12,0.70
"428",경기도 성남시,수정구,수진1동,수정수진1-A-20,수진1동 2679-33번지,제일로98번길 2 (수진동),2017-10,"5","37.435450 ","127.134370 ",2025-11-12,0.70
"429",경기도 성남시,수정구,수진1동,수정수진1-A-21,수진1동 664번지,탄리로 39 (수진동),2017-10,"5","37.440090 ","127.136790 ",2025-11-12,0.70
"430",경기도 성남시,수정구,수진1동,수정수진1-A-22,수진1동 1770번지,탄리로31번길 13 (수진동),2017-10,"5","37.438640 ","127.136640 ",2025-11-12,0.70
"431",경기도 성남시,수정구,수진1동,수정수진1-A-23,수진1동 273번지,수정남로54번길 1 (수진동),2017-11,"3","37.440380 ","127.133740 ",2025-11-12,0.70
"432",경기도 성남시,수정구,수진1동,수정수진1-A-24,수진1동 1276-1번지,수정남로44번길 24 (수진동),2017-11,"4","37.438370 ","127.133490 ",2025-11-12,0.70
"433",경기도 성남시,수정구,수진1동,수정수진1-A-25,수진1동 2167번지,산성대로195번길 3 (수진동),2017-11,"5","37.437520 ","127.139540 ",2025-11-12,0.70
"434",경기도 성남시,수정구,수진1동,수정수진1-A-26,수진1동 2545번지,산성대로173번길 5-1 (수진동),2017-11,"5","37.436760 ","127.137500 ",2025-11-12,0.70
"435",경기도 성남시,수정구,수진1동,수정수진1-A-27,수진1동 2879번지,산성대로149번길 15 (수진동),2017-11,"5","37.436480 ","127.134820 ",2025-11-12,0.70
"436",경기도 성남시,수정구,수진1동,수정수진1-A-28,수진1동 2204번지,산성대로 203 (수진동),2017-11,"5","37.437730 ","127.140590 ",2025-11-12,0.70
"437",경기도 성남시,수정구,수진1동,수정수진1-A-29,수진1동 592번지,탄리로53번길 9 (수진동),2018-07,"5","37.440570 ","127.135780 ",2025-11-12,0.70
"438",경기도 성남시,수정구,수진1동,수정수진1-A-30,수진1동 2922번지,제일로110번길 6-1 (수진동),2018-07,"4","37.436580 ","127.134370 ",2025-11-12,0.70
"439",경기도 성남시,수정구,수진1동,수정수진1-A-31,수진1동 1749번지,탄리로17번길 26 (수진동),2019-04,"4","37.437350 ","127.136990 ",2025-11-12,0.70
"440",경기도 성남시,수정구,수진1동,수정수진1-A-32,수진1동 153번지,수정남로48번길 8-1 (수진동),2019-09,"4","37.439730 ","127.133310 ",2025-11-12,0.70
"441",경기도 성남시,수정구,수진1동,수정수진1-A-33,수진1동 2056번지,산성대로187번길 12 (수진동),2019-09,"5","37.437720 ","127.138500 ",2025-11-12,0.70
"442",경기도 성남시,수정구,수진1동,수정수진1-A-34,수진1동 1279-2번지,제일로124번길 3 (수진동),2019-09,"5","37.437830 ","127.133750 ",2025-11-12,0.70
"443",경기도 성남시,수정구,수진1동,수정수진1-A-35,수진1동 2808,제일로102번길 3,2020-07,"4","37.435898 ","127.134375 ",2025-11-12,0.70
"444",경기도 성남시,수정구,수진1동,수정수진1-A-36,수진1동 1061,제일로138번길 16,2020-07,"5","37.439377 ","127.134453 ",2025-11-12,0.70
"445",경기도 성남시,수정구,수진1동,수정수진1-A-37,수진1동 61,수정로 112,2020-07,"4","37.440730 ","127.132815 ",2025-11-12,0.70
"446",경기도 성남시,수정구,수진1동,수정수진1-A-38,수진1동 1502,,2020-12,"5","37.437365 ","127.135379 ",2025-11-12,0.70
"447",경기도 성남시,수정구,수진1동,수정수진1-A-39,수진1동 2225-1,,2021-06,"3","37.436248 ","127.137785 ",2025-11-12,0.70
"448",경기도 성남시,수정구,수진1동,수정수진1-A-40,수진1동 6-2,,2021-06,"5","37.441820 ","127.135240 ",2025-11-12,0.70
"449",경기도 성남시,수정구,수진1동,수정수진1-A-41,수진1동 591-1,탄리로59,2021-12,"5","37.441390 ","127.136400 ",2025-11-12,0.70
"450",경기도 성남시,수정구,수진1동,수정수진1-A-42,수진1동 1693,탄리로31번길 17-8,2021-12,"3","37.438290 ","127.136330 ",2025-11-12,0.70
"451",경기도 성남시,수정구,수진1동,수정수진1-A-43,수진1동 2265,산성대로187번길 3,2021-12,"5","37.437180 ","127.138940 ",2025-11-12,0.70
"452",경기도 성남시,수정구,수진1동,수정수진1-A-44,수진1동 35,제일로158번길 22,2022-07,"4","37.441320 ","127.134950 ",2025-11-12,0.70
"453",경기도 성남시,수정구,수진1동,수정수진1-A-45,수진1동 75,제일로 154,2022-08,"5","37.440200 ","127.132160 ",2025-11-12,0.70
"454",경기도 성남시,수정구,수진1동,수정수진1-A-46,수진1동 48,,2023-02,"7","37.441288 ","127.133594 ",2025-11-12,0.70
"455",경기도 성남시,수정구,수진1동,수정수진1-A-47,수진1동 1824,탄리로 27번길 9,2023-06,"5","37.438644 ","127.137375 ",2025-11-12,0.70
"456",경기도 성남시,수정구,수진2동,수정수진2-A-1,수진2동 4626번지,성남대로 1169 (수진동),"2010","3","37.434133 ","127.128585 ",2025-11-12,0.70
"457",경기도 성남시,수정구,수진2동,수정수진2-A-2,수진2동 3030번지,,"2010","4","37.438340 ","127.129030 ",2025-11-12,0.70
"458",경기도 성남시,수정구,수진2동,수정수진2-A-3,수진2동 4446번지,제일로109번길 5 (수진동),"2010","4","37.436303 ","127.133358 ",2025-11-12,0.70
"459",경기도 성남시,수정구,수진2동,수정수진2-A-4,수진2동 4347번지,제일로123번길 9 (수진동),"2010","5","37.436974 ","127.130955 ",2025-11-12,0.70
